Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name
LB2A22030,AZV-439,17.21295833,-71.83094444,5,2010-08-02T22:20:55.803000,2010-08-02T22:30:25.803000,570.016,COS   ,PSA,G160M,1577,11625,2011-08-03T14:58:18,LB2A22030
LB2A22040,AZV-439,17.21295833,-71.83094444,5,2010-08-02T22:58:02.813000,2010-08-02T23:07:37.813000,575.008,COS   ,PSA,G160M,1623,11625,2011-08-03T15:00:46,LB2A22040
LB2A08010,AZV-461,17.856375,-72.16347222,5,2009-12-22T05:01:23.580000,2009-12-22T05:07:15.580000,352.032,COS   ,PSA,G130M,1291,11625,2010-12-22T10:37:10.203000,LB2A08010
LB2A08020,AZV-461,17.856375,-72.16347222,5,2009-12-22T05:11:48.570000,2009-12-22T05:17:40.570000,352.032,COS   ,PSA,G130M,1327,11625,2010-12-22T10:37:36.610000,LB2A08020
LB2A08030,AZV-461,17.856375,-72.16347222,5,2009-12-22T05:22:53.563000,2009-12-22T05:32:18.563000,565.024,COS   ,PSA,G160M,1577,11625,2010-12-22T10:38:20.183000,LB2A08030
LB2A08040,AZV-461,17.856375,-72.16347222,5,2009-12-22T05:36:51.580000,2009-12-22T05:46:16.580000,565.024,COS   ,PSA,G160M,1623,11625,2010-12-22T10:47:00.500000,LB2A08040
LEQA02010,S0XA000389,32.97930773,-74.21030742,0,2022-03-28T18:29:29.400000,2022-03-28T18:44:32.407000,564.128,COS   ,PSA,G130M,1291,16647,2022-09-28T23:18:27,LEQA02010
LEQA02020,S0XA000389,32.97930773,-74.21030742,0,2022-03-28T18:48:59.413000,2022-03-28T19:15:04.413000,1071.104,COS   ,PSA,G160M,1611,16647,2022-09-28T23:19:40,LEQA02020
LEQA03010,S0XA000387,33.02009434,-74.19936573,0,2022-03-28T20:04:19.413000,2022-03-28T20:18:16.407000,656.032,COS   ,PSA,G130M,1291,16647,2022-09-28T23:18:45,LEQA03010
LEQA03020,S0XA000387,33.02009434,-74.19936573,0,2022-03-28T20:23:21.397000,2022-03-28T20:50:03.413000,1200.064,COS   ,PSA,G160M,1611,16647,2022-09-28T23:20:47,LEQA03020
LEQA04040,S0XA000379,33.04108592,-74.17400195,0,2022-06-11T02:49:44.487000,2022-06-11T03:14:25.490000,1220.096,COS   ,PSA,G185M,1953,16647,2022-12-11T11:32:48,LEQA04040
LEQA04030,S0XA000379,33.04108592,-74.17400195,0,2022-06-11T02:22:44.487000,2022-06-11T02:47:05.480000,1200.096,COS   ,PSA,G185M,1986,16647,2022-12-11T11:30:12,LEQA04030
LEQA04020,S0XA000379,33.04108592,-74.17400195,0,2022-06-11T01:12:11.783000,2022-06-11T01:40:03.760000,847.68,COS   ,PSA,G160M,1611,16647,2022-12-11T06:18:07,LEQA04020
LEQA04010,S0XA000379,33.04108592,-74.17400195,0,2022-06-11T00:54:19.787000,2022-06-11T01:07:34.767000,348.192,COS   ,PSA,G130M,1291,16647,2022-12-11T02:29:21,LEQA04010
LEQA05010,S0XA000375,33.07438696,-74.16420535,0,2022-06-11T04:04:41.770000,2022-06-11T04:17:36.767000,447.616,COS   ,PSA,G130M,1291,16647,2022-12-11T11:38:50,LEQA05010
LEQA05020,S0XA000375,33.07438696,-74.16420535,0,2022-06-11T04:22:13.767000,2022-06-11T04:50:25.783000,1111.584,COS   ,PSA,G160M,1611,16647,2022-12-11T11:50:48,LEQA05020
LEQA05030,S0XA000375,33.07438696,-74.16420535,0,2022-06-11T05:33:05.480000,2022-06-11T05:57:26.503000,1200.032,COS   ,PSA,G185M,1986,16647,2022-12-11T11:30:05,LEQA05030
LEQA05040,S0XA000375,33.07438696,-74.16420535,0,2022-06-11T06:00:05.480000,2022-06-11T06:24:46.513000,1220,COS   ,PSA,G185M,1953,16647,2022-12-11T11:32:48,LEQA05040
LEQA06010,WDG-8,33.35591798,-74.52230761,0,2022-02-07T20:36:57.143000,2022-02-07T20:46:19.143000,328.064,COS   ,PSA,G185M,1953,16647,2022-08-08T01:18:47,LEQA06010
LEQA06040,WDG-8,33.35591798,-74.52230761,0,2022-02-07T21:12:03.413000,2022-02-07T21:23:16.423000,328.064,COS   ,PSA,G160M,1611,16647,2022-08-08T01:23:09,LEQA06040
LEQA06030,WDG-8,33.35591798,-74.52230761,0,2022-02-07T21:01:59.413000,2022-02-07T21:07:45.413000,212.032,COS   ,PSA,G130M,1291,16647,2022-08-08T01:21:16,LEQA06030
LEQA06020,WDG-8,33.35591798,-74.52230761,0,2022-02-07T20:48:49.110000,2022-02-07T20:58:11.110000,328.064,COS   ,PSA,G185M,1986,16647,2022-08-08T01:18:47,LEQA06020
LEQA01010,S0WX000267,33.54940258,-74.07856028,0,2022-03-27T03:16:40.407000,2022-03-27T03:32:26.413000,298.016,COS   ,PSA,G130M,1291,16647,2022-09-27T05:06:53,LEQA01010
LEQA01020,S0WX000267,33.54940258,-74.07856028,0,2022-03-27T03:36:34.390000,2022-03-27T05:09:14.407000,941.504,COS   ,PSA,G160M,1611,16647,2022-09-27T12:09:58,LEQA01020
