dataset_name,target_name,target_name_hlsp,from where?,comments
f907040100000,OGLE_-9999,AV-85,Initial FUSE data search,Unvetted extra FUSE data
p115050500000,[M2002]_19650,AV-95,Initial FUSE data search,Unvetted extra FUSE data
p117180200000,BAT99_105,BAT99-105,Initial FUSE data search,Unvetted extra FUSE data
p117180300000,MK42,BAT99-105,Initial FUSE data search,Unvetted extra FUSE data
p117180400000,BAT99_105,BAT99-105,Initial FUSE data search,Unvetted extra FUSE data
ldmp23slq,BD-18-4244,BD-18-4244,Not in vetted directories,Not full coverage. Only COS/1222
ldmp23stq,BD-18-4244,BD-18-4244,Not in vetted directories,Not full coverage. Only COS/1222
ldmp06g7q,BD-21-4301,BD-21-4301,Not in vetted directories,Not full coverage. Only COS/1222
ldmp06gfq,BD-21-4301,BD-21-4301,Not in vetted directories,Not full coverage. Only COS/1222
oec62s010,BI128,BI-128,SNAP data quality check,target was removed from the ULLYSES sample in Cycle 28
oec62s020,BI128,BI-128,SNAP data quality check,target was removed from the ULLYSES sample in Cycle 28
p217020100000,BI128,BI-128,Initial FUSE data search,target was removed from the ULLYSES sample in Cycle 28
p117320100000,[M2002]_137610,BI-173,Initial FUSE data search,Unvetted extra FUSE data
oec62j010,BI184,BI-184,SNAP data quality check,GSFAIL
leuw1ckqq,BI189,BI-189,tech team spreadsheet,Shutter closed
leuw1cktq,BI189,BI-189,tech team spreadsheet,Shutter closed
leuw1ckwq,BI189,BI-189,tech team spreadsheet,Shutter closed
leuw1ckyq,BI189,BI-189,tech team spreadsheet,Shutter closed
lf2f1cf8q,BI265,BI-265,tech team spreadsheet,TA failed; source off-center; flux and wavelength calibration bad
lf2f1cfbq,BI265,BI-265,tech team spreadsheet,TA failed; source off-center; flux and wavelength calibration bad
lf2f1cfeq,BI265,BI-265,tech team spreadsheet,TA failed; source off-center; flux and wavelength calibration bad
lf2f1cfhq,BI265,BI-265,tech team spreadsheet,TA failed; source off-center; flux and wavelength calibration bad
p117290100000,BI_272,BI-272,Initial FUSE data search,Unvetted extra FUSE data
o59z01040,CCDFLAT,CCDFLAT,stis tts tickets,Fringe flats associated with slitless aperture (V-CW-TAU)
o59z06040,CCDFLAT,CCDFLAT,stis tts tickets,Fringe flats associated with slitless aperture (V-CW-TAU)
ldmp04dmq,CD-22-11315,CD-22-11315,Not in vetted directories,Not full coverage. Only COS/1222
ldmp04dtq,CD-22-11315,CD-22-11315,Not in vetted directories,Not full coverage. Only COS/1222
ldmp01hzq,CD-25-11113,CD-25-11113,Not in vetted directories,Not full coverage. Only COS/1222
ldmp01i1q,CD-25-11113,CD-25-11113,Not in vetted directories,Not full coverage. Only COS/1222
o4mp01010,DGTAU,DGTAU,Not in vetted directories,Unvetted extra archival data that matches another target in our sample
o4mp01020,DGTAU,DGTAU,Not in vetted directories,Unvetted extra archival data that matches another target in our sample
o4mp01030,DGTAU,DGTAU,Not in vetted directories,Unvetted extra archival data that matches another target in our sample
o4mp01040,DGTAU,DGTAU,Not in vetted directories,Unvetted extra archival data that matches another target in our sample
o4mp01050,DGTAU,DGTAU,Not in vetted directories,Unvetted extra archival data that matches another target in our sample
o4mp01060,DGTAU,DGTAU,Not in vetted directories,Unvetted extra archival data that matches another target in our sample
o4mp01070,DGTAU,DGTAU,Not in vetted directories,Unvetted extra archival data that matches another target in our sample
o4mp01080,DGTAU,DGTAU,Not in vetted directories,Unvetted extra archival data that matches another target in our sample
lbz403010,V-ET-CHA,ECHA-J0843M7915,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbz403020,V-ET-CHA,ECHA-J0843M7915,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbz403030,V-ET-CHA,ECHA-J0843M7915,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbz403040,V-ET-CHA,ECHA-J0843M7915,commented low_mass_stars_archive_CJK_JRD_COS,bad data
lbz403050,V-ET-CHA,ECHA-J0843M7915,commented low_mass_stars_archive_CJK_JRD_COS,bad data
ob6bb7dhq,ECHA-J0843M7915,ECHA-J0843M7915,"Calibration db vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
leir1cxpq,ECHA-J0844.2-7833,ECHA-J0844M7833,tech team spreadsheet,Failed: repeat scheduled under HOPR 91993
leir1cy7q,ECHA-J0844.2-7833,ECHA-J0844M7833,tech team spreadsheet,Failed: repeat scheduled under HOPR 91993
leir1cyfq,ECHA-J0844.2-7833,ECHA-J0844M7833,tech team spreadsheet,Failed: repeat scheduled under HOPR 91993
leir1cyiq,ECHA-J0844.2-7833,ECHA-J0844M7833,tech team spreadsheet,Failed: repeat scheduled under HOPR 91993
leir1cylq,ECHA-J0844.2-7833,ECHA-J0844M7833,tech team spreadsheet,Failed: repeat scheduled under HOPR 91993
leir1cynq,ECHA-J0844.2-7833,ECHA-J0844M7833,tech team spreadsheet,Failed: repeat scheduled under HOPR 91993
oeir1s020,ECHA-J0844M7833,ECHA-J0844M7833,CCD & STIS custom cal check,ullyses observations without STIS config files; good data
oeir1s060,ECHA-J0844M7833,ECHA-J0844M7833,CCD & STIS custom cal check,ullyses observations without STIS config files; good data
ob6ba3010,EM-LKCA-15,EM-LKCA-15,stis tts tickets,Failed ACQ
ob6ba3030,EM-LKCA-15,EM-LKCA-15,"Calibration db vetting for STIS exposures ending in ""Q""",Bad ACQ
ob6ba3z8q,EM-LKCA-15,EM-LKCA-15,"Calibration db vetting for STIS exposures ending in ""Q""",Bad ACQ
ob6bb8zrq,EM-LKCA-19,EM-LKCA-19,"Calibration db vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ob6bc7xrq,EM-LKCA-4,EM-LKCA-4,"Calibration db vetting for STIS exposures ending in ""Q""","Does not have an association b/c wavecal=no. Should be able to extract, but no time to make custom cal"
ldmp19j3q,GSC-06208-00834,GSC-06208-00834,Not in vetted directories,Not full coverage. Only COS/1222
ldmp19jaq,GSC-06208-00834,GSC-06208-00834,Not in vetted directories,Not full coverage. Only COS/1222
o6bt01030,HD-104237,HD-104237,check for missing data from archive,only FUV coverage. Already have all data at different epoch for this star
o6bt03030,HD-104237,HD-104237,check for missing data from archive,only FUV coverage. Already have all data at different epoch for this star
o6bt04010,HD-104237,HD-104237,check for missing data from archive,only FUV coverage. Already have all data at different epoch for this star
ld7i06010,HD139614,HD-139614,check for missing data from archive,only G160M at this epoch
ld7i06020,HD139614,HD-139614,check for missing data from archive,only G160M at this epoch
oc2h05010,HD-139614,HD-139614,stis tts tickets,not a complete set with FUV
oc2h05020,HD-139614,HD-139614,Not in vetted directories,Bad data
oc2h05030,HD-139614,HD-139614,Not in vetted directories,Bad data
ob4590010,HD141569,HD-141569,check for missing data from archive,only E230H at epoch
o4xn04040,HD-163296,HD-163296,Not in vetted directories,Bad data
o57z03010,HD-163296,HD-163296,check for missing data from archive,only G140M at epoch
o5fo02010,HD-163296,HD-163296,check for missing data from archive,only G750L in this program/MJD
o5fo02fnq,HD-163296,HD-163296,check for missing data from archive,only G750L in this program/MJD
o5fo22010,HD163296,HD-163296,check for missing data from archive,only G750L in this program/MJD
o5fo22b4q,HD163296,HD-163296,check for missing data from archive,only G750L in this program/MJD
obi801010,HD-163296,HD-163296,stis tts tickets,"taken with aperture 52X0.2F1, which places the target behind"
obi801020,HD-163296,HD-163296,stis tts tickets,"taken with aperture 52X0.2F1, which places the target behind"
o57z04010,HD-31293,HD-31293,check for missing data from archive,Herbig Ae Star
o57z04ymq,HD-31293,HD-31293,check for missing data from archive,Herbig Ae Star
o57z04ynq,HD-31293,HD-31293,check for missing data from archive,Herbig Ae Star
p215020100000,HD38029,HD-38029,Initial FUSE data search,Unvetted extra FUSE data
f049010400000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049010600000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049010700000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049010800000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049010900000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049011100000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
f049011300000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
m717090100000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
m717170100000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
m717170200000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
o55q01070,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
o55q02070,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
o55q03070,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
o55q04070,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
o55q05070,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
o55q06070,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
ob2na1010,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
ob2na1020,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
ocax01010,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
ocax01020,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
od3g01010,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
od3g01020,AV229,HD-5980,in ARCHIVAL_DATA_HIGH_MASS/DR2/ULLYSES_AR_DATA/ and not in all_vetted_data_dr2,
p103010100000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010200000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010300000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010400000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010500000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010600000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010700000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
p223010800000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
s405710100000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
s405710200000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
s405710300000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
s405710400000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
x024020200000,HD5980,HD-5980,Initial FUSE data search,Unvetted extra FUSE data
c151010100000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010200000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010300000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010400000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010500000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010600000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010800000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
c151010900000,HD36521,HD36521,Initial FUSE data search,Unvetted extra FUSE data
c151011000000,HD36521,HD36521,Initial FUSE data search,c1510107000 was determined to be the best phase match to our STIS data
le9r1cwkq,HV5622,HV-5622,tech team spreadsheet,Orbit 2 failed
le9r1cwnq,HV5622,HV-5622,tech team spreadsheet,Orbit 2 failed
le9r1cwtq,HV5622,HV-5622,tech team spreadsheet,Orbit 2 failed
le9r1cwwq,HV5622,HV-5622,tech team spreadsheet,Orbit 2 failed
oec63d010,HV5622,HV-5622,SNAP data quality check,GSFAIL
oec63d020,HV5622,HV-5622,SNAP data quality check,GSFAIL
ldhf1aycq,IC1613-BUG-C10,IC1613-BUG-C10,Not in vetted directories,Bad data
ldhf1bdpq,IC1613-BUG-C10,IC1613-BUG-C10,Not in vetted directories,Bad data
le4s04dbq,IC1613-GHV-STAR-64066,IC1613-GHV-STAR-64066,Not in vetted directories,Bad data
le4s04dqq,IC1613-GHV-STAR-64066,IC1613-GHV-STAR-64066,Not in vetted directories,Bad data
