dataset_name,observatory,instrument,proposid,detector,grating,filter,cenwave,aperture,lifetime_pos,obs_date_mjd,obs_date_isot,target_name,target_name_hlsp,coadd,exp_timeseries,subexp_timeseries,drizzled,custom_cal,star_region,ullyses_obs,archival_obs,qual_comm
letw1cxfq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59761.65331,2022-07-01T15:40:45.769,2DFS-2553,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
letw1cxiq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59761.6634,2022-07-01T15:55:17.769,2DFS-2553,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
letw1cxpq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59761.71941,2022-07-01T17:15:56.777,2DFS-2553,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
letw1cxsq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59761.73414,2022-07-01T17:37:09.769,2DFS-2553,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
letw1dnhq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59744.88459,2022-06-14T21:13:48.776,2DFS-2553,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
letw1dnlq,HST,COS,16803,FUV,G130M,N/A,1096,PSA,2,59744.9295,2022-06-14T22:18:28.777,2DFS-2553,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lf3r3ca2q,HST,COS,17295,FUV,G130M,N/A,1096,PSA,2,60083.79578,2023-05-19T19:05:55.325,2DFS-2553,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lf3r3ca4q,HST,COS,17295,FUV,G130M,N/A,1096,PSA,2,60083.8025,2023-05-19T19:15:36.350,2DFS-2553,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lf3r3ca6q,HST,COS,17295,FUV,G130M,N/A,1096,PSA,2,60083.80923,2023-05-19T19:25:17.342,2DFS-2553,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lf3r3ca8q,HST,COS,17295,FUV,G130M,N/A,1096,PSA,2,60083.81595,2023-05-19T19:34:58.334,2DFS-2553,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
ody241010,HST,STIS,15629,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59024.24825,2020-06-24T05:57:28.839,MA93-1694,2DFS-2553,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
lejq1ccgq,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59642.31862,2022-03-04T07:38:48.406,2DFS-3689,2DFS-3689,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lejq1ccnq,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59642.33204,2022-03-04T07:58:08.406,2DFS-3689,2DFS-3689,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lejq1cctq,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59642.37982,2022-03-04T09:06:56.407,2DFS-3689,2DFS-3689,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lejq1cd1q,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59642.39553,2022-03-04T09:29:33.398,2DFS-3689,2DFS-3689,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lejq1cd5q,HST,COS,16373,FUV,G130M,N/A,1291,PSA,5,59642.44597,2022-03-04T10:42:11.414,2DFS-3689,2DFS-3689,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lejq1cd9q,HST,COS,16373,FUV,G130M,N/A,1291,PSA,5,59642.46132,2022-03-04T11:04:18.422,2DFS-3689,2DFS-3689,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
oec678010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59129.53806,2020-10-07T12:54:48.098,2DFS-3689,2DFS-3689,TRUE,FALSE,FALSE,FALSE,STIS,SMC,FALSE,TRUE,
oec678020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59129.54842,2020-10-07T13:09:43.106,2DFS-3689,2DFS-3689,TRUE,FALSE,FALSE,FALSE,STIS,SMC,FALSE,TRUE,
leeyacjvq,HST,COS,16101,FUV,G130M,N/A,1291,PSA,4,59258.17963,2021-02-13T04:18:39.798,2DFS-3694,2DFS-3694,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
leeyacjxq,HST,COS,16101,FUV,G130M,N/A,1291,PSA,4,59258.19038,2021-02-13T04:34:08.822,2DFS-3694,2DFS-3694,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
leeyack3q,HST,COS,16101,FUV,G160M,N/A,1611,PSA,4,59258.24213,2021-02-13T05:48:39.798,2DFS-3694,2DFS-3694,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
leeyack5q,HST,COS,16101,FUV,G160M,N/A,1611,PSA,4,59258.2469,2021-02-13T05:55:31.798,2DFS-3694,2DFS-3694,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
leeyackcq,HST,COS,16101,FUV,G160M,N/A,1611,PSA,4,59258.2528,2021-02-13T06:04:01.814,2DFS-3694,2DFS-3694,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
leeyackeq,HST,COS,16101,FUV,G160M,N/A,1611,PSA,4,59258.26112,2021-02-13T06:16:00.822,2DFS-3694,2DFS-3694,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
leeyackgq,HST,COS,16101,FUV,G160M,N/A,1611,PSA,4,59258.26944,2021-02-13T06:27:59.798,2DFS-3694,2DFS-3694,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
letn1cknq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59835.87891,2022-09-13T21:05:38.194,2DFS-3780,2DFS-3780,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
letn1ckqq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59835.90468,2022-09-13T21:42:44.209,2DFS-3780,2DFS-3780,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
letn1cktq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59835.93918,2022-09-13T22:32:25.201,2DFS-3780,2DFS-3780,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
letn1ckxq,HST,COS,16809,FUV,G130M,N/A,1096,PSA,2,59835.97063,2022-09-13T23:17:42.194,2DFS-3780,2DFS-3780,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
oetn1s010,HST,STIS,16809,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59852.81229,2022-09-30T19:29:41.449,2DFS-3780,2DFS-3780,TRUE,FALSE,FALSE,FALSE,BLAZEFIX,SMC,TRUE,FALSE,
oetn1s020,HST,STIS,16809,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59852.87367,2022-09-30T20:58:05.449,2DFS-3780,2DFS-3780,TRUE,FALSE,FALSE,FALSE,BLAZEFIX,SMC,TRUE,FALSE,
oetn1s030,HST,STIS,16809,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,59852.93976,2022-09-30T22:33:15.464,2DFS-3780,2DFS-3780,TRUE,FALSE,FALSE,FALSE,BLAZEFIX,SMC,TRUE,FALSE,
lejq2cknq,HST,COS,16373,FUV,G130M,N/A,1291,PSA,4,59464.76685,2021-09-07T18:24:16.017,2DFS-3947,2DFS-3947,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lejq2ckqq,HST,COS,16373,FUV,G130M,N/A,1291,PSA,4,59464.77579,2021-09-07T18:37:08.017,2DFS-3947,2DFS-3947,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lejq2cktq,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59464.78605,2021-09-07T18:51:55.025,2DFS-3947,2DFS-3947,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lejq2ckxq,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59464.8259,2021-09-07T19:49:18.033,2DFS-3947,2DFS-3947,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lejq2cl0q,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59464.83633,2021-09-07T20:04:19.025,2DFS-3947,2DFS-3947,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lejq2cl4q,HST,COS,16373,FUV,G160M,N/A,1611,PSA,4,59464.84676,2021-09-07T20:19:20.017,2DFS-3947,2DFS-3947,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
oec677010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59327.28657,2021-04-23T06:52:39.439,2DFS-3947,2DFS-3947,TRUE,FALSE,FALSE,FALSE,STIS,SMC,FALSE,TRUE,
oec677020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59327.29575,2021-04-23T07:05:52.431,2DFS-3947,2DFS-3947,TRUE,FALSE,FALSE,FALSE,STIS,SMC,FALSE,TRUE,
lehg2ce0q,HST,COS,16370,FUV,G130M,N/A,1291,PSA,4,59428.74615,2021-08-02T17:54:27.025,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehg2ce3q,HST,COS,16370,FUV,G130M,N/A,1291,PSA,4,59428.75218,2021-08-02T18:03:08.017,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehg2ce6q,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59428.75954,2021-08-02T18:13:44.017,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehg2ceaq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59428.76662,2021-08-02T18:23:56.017,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehgbcxxq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59594.14332,2022-01-15T03:26:22.422,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehgbcxzq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59594.14996,2022-01-15T03:35:56.407,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehgbcy2q,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.15858,2022-01-15T03:48:21.398,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehgbcy6q,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.20086,2022-01-15T04:49:14.390,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehgbcy8q,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.20806,2022-01-15T04:59:36.406,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehgbcyaq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.22558,2022-01-15T05:24:50.422,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehgbcycq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.26698,2022-01-15T06:24:27.414,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehgbcyeq,HST,COS,16370,FUV,G130M,N/A,1096,PSA,2,59594.28012,2022-01-15T06:43:22.422,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
oec616010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59437.8786,2021-08-11T21:05:11.252,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,STIS,SMC,FALSE,TRUE,
oec616020,HST,STIS,16230,CCD,G230LB,Clear,2375,52X0.5,N/A,59437.88806,2021-08-11T21:18:48.243,2DFS-3954,2DFS-3954,TRUE,FALSE,FALSE,FALSE,STIS,SMC,FALSE,TRUE,
le4x11hnq,HST,COS,15837,FUV,G160M,N/A,1533,PSA,4,59027.79363,2020-06-27T19:02:49.213,OGLE-SMC-SC6-246635,2DFS-5066,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
le4x11hpq,HST,COS,15837,FUV,G160M,N/A,1533,PSA,4,59027.7967,2020-06-27T19:07:15.228,OGLE-SMC-SC6-246635,2DFS-5066,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
le4x11hrq,HST,COS,15837,FUV,G160M,N/A,1533,PSA,4,59027.79978,2020-06-27T19:11:41.212,OGLE-SMC-SC6-246635,2DFS-5066,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
le4x11htq,HST,COS,15837,FUV,G160M,N/A,1533,PSA,4,59027.80286,2020-06-27T19:16:07.228,OGLE-SMC-SC6-246635,2DFS-5066,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
le4x11hvq,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59027.81639,2020-06-27T19:35:36.220,OGLE-SMC-SC6-246635,2DFS-5066,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
le4x11hxq,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59027.82073,2020-06-27T19:41:51.196,OGLE-SMC-SC6-246635,2DFS-5066,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
le4x11hzq,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59027.82507,2020-06-27T19:48:06.204,OGLE-SMC-SC6-246635,2DFS-5066,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
le4x11i1q,HST,COS,15837,FUV,G160M,N/A,1611,PSA,4,59027.82941,2020-06-27T19:54:21.212,OGLE-SMC-SC6-246635,2DFS-5066,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
g0390501000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,53892.40374,2006-06-06T09:41:23.000,SMC-WR9,2DFS-999,TRUE,FALSE,FALSE,FALSE,FUSE,SMC,FALSE,TRUE,
lehg3cg0q,HST,COS,16370,FUV,G130M,N/A,1291,PSA,4,59426.95963,2021-07-31T23:01:52.017,2DFS-999,2DFS-999,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehg3cg3q,HST,COS,16370,FUV,G130M,N/A,1291,PSA,4,59426.96764,2021-07-31T23:13:24.017,2DFS-999,2DFS-999,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehg3cg6q,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59426.97698,2021-07-31T23:26:51.025,2DFS-999,2DFS-999,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehg3cgkq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59427.02214,2021-08-01T00:31:53.009,2DFS-999,2DFS-999,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehg3cgpq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59427.03257,2021-08-01T00:46:54.001,2DFS-999,2DFS-999,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lehg3cguq,HST,COS,16370,FUV,G160M,N/A,1611,PSA,4,59427.043,2021-08-01T01:01:55.025,2DFS-999,2DFS-999,TRUE,FALSE,FALSE,FALSE,,SMC,TRUE,FALSE,
lb6b31ddq,HST,COS,11616,FUV,G160M,N/A,1577,PSA,1,55437.58654,2010-08-29T14:04:36.796,SCHJ0439016+2336030,2MASS-J04390163P2336029,TRUE,FALSE,FALSE,FALSE,,Taurus,FALSE,TRUE,
lb6b31dlq,HST,COS,11616,FUV,G160M,N/A,1600,PSA,1,55437.62872,2010-08-29T15:05:21.788,SCHJ0439016+2336030,2MASS-J04390163P2336029,TRUE,FALSE,FALSE,FALSE,,Taurus,FALSE,TRUE,
lb6b31dnq,HST,COS,11616,FUV,G160M,N/A,1623,PSA,1,55437.64695,2010-08-29T15:31:36.796,SCHJ0439016+2336030,2MASS-J04390163P2336029,TRUE,FALSE,FALSE,FALSE,,Taurus,FALSE,TRUE,
lb6b31dpq,HST,COS,11616,FUV,G130M,N/A,1327,PSA,1,55437.69531,2010-08-29T16:41:14.812,SCHJ0439016+2336030,2MASS-J04390163P2336029,TRUE,FALSE,FALSE,FALSE,,Taurus,FALSE,TRUE,
lb6b31drq,HST,COS,11616,FUV,G130M,N/A,1327,PSA,1,55437.71313,2010-08-29T17:06:54.812,SCHJ0439016+2336030,2MASS-J04390163P2336029,TRUE,FALSE,FALSE,FALSE,,Taurus,FALSE,TRUE,
lb6b31dtq,HST,COS,11616,FUV,G130M,N/A,1291,PSA,1,55437.76191,2010-08-29T18:17:08.796,SCHJ0439016+2336030,2MASS-J04390163P2336029,TRUE,FALSE,FALSE,FALSE,,Taurus,FALSE,TRUE,
lb6b31dvq,HST,COS,11616,FUV,G130M,N/A,1291,PSA,1,55437.77973,2010-08-29T18:42:48.796,SCHJ0439016+2336030,2MASS-J04390163P2336029,TRUE,FALSE,FALSE,FALSE,,Taurus,FALSE,TRUE,
ob6b33010,HST,STIS,11616,CCD,G430L,Clear,4300,52X0.2,N/A,55437.83402,2010-08-29T20:00:59.004,SCHJ0439016+2336030,2MASS-J04390163P2336029,TRUE,FALSE,FALSE,FALSE,STIS,Taurus,FALSE,TRUE,
ob6b33020,HST,STIS,11616,NUV-MAMA,G230L,Clear,2376,52X0.2,N/A,55437.84155,2010-08-29T20:11:50.012,SCHJ0439016+2336030,2MASS-J04390163P2336029,TRUE,FALSE,FALSE,FALSE,STIS,Taurus,FALSE,TRUE,
ob6b33030,HST,STIS,11616,NUV-MAMA,E230M,Clear,2561,0.2X0.2,N/A,55437.89664,2010-08-29T21:31:10.012,SCHJ0439016+2336030,2MASS-J04390163P2336029,TRUE,FALSE,FALSE,FALSE,,Taurus,FALSE,TRUE,
leil1chvq,HST,COS,16481,FUV,G130M,N/A,1291,PSA,4,59377.76969,2021-06-12T18:28:21.359,2MASSJ11432669-7804454,2MASS-J11432669M7804454,TRUE,FALSE,FALSE,FALSE,,Cha I,TRUE,FALSE,
leil1chxq,HST,COS,16481,FUV,G130M,N/A,1291,PSA,4,59377.78337,2021-06-12T18:48:03.343,2MASSJ11432669-7804454,2MASS-J11432669M7804454,TRUE,FALSE,FALSE,FALSE,,Cha I,TRUE,FALSE,
leil1chzq,HST,COS,16481,FUV,G160M,N/A,1589,PSA,4,59377.83018,2021-06-12T19:55:27.343,2MASSJ11432669-7804454,2MASS-J11432669M7804454,TRUE,FALSE,FALSE,FALSE,,Cha I,TRUE,FALSE,
leil1ci1q,HST,COS,16481,FUV,G160M,N/A,1589,PSA,4,59377.84554,2021-06-12T20:17:34.351,2MASSJ11432669-7804454,2MASS-J11432669M7804454,TRUE,FALSE,FALSE,FALSE,,Cha I,TRUE,FALSE,
leil1ci3q,HST,COS,16481,FUV,G160M,N/A,1623,PSA,4,59377.89609,2021-06-12T21:30:22.351,2MASSJ11432669-7804454,2MASS-J11432669M7804454,TRUE,FALSE,FALSE,FALSE,,Cha I,TRUE,FALSE,
leil1ci5q,HST,COS,16481,FUV,G160M,N/A,1623,PSA,4,59377.91146,2021-06-12T21:52:30.351,2MASSJ11432669-7804454,2MASS-J11432669M7804454,TRUE,FALSE,FALSE,FALSE,,Cha I,TRUE,FALSE,
oeil1s010,HST,STIS,16481,NUV-MAMA,G230L,Clear,2376,52X2,N/A,59377.70436,2021-06-12T16:54:16.586,2MASSJ11432669-7804454,2MASS-J11432669M7804454,TRUE,FALSE,FALSE,FALSE,STIS,Cha I,TRUE,FALSE,
oeil1s020,HST,STIS,16481,CCD,G430L,Clear,4300,52X2,N/A,59377.71313,2021-06-12T17:06:54.569,2MASSJ11432669-7804454,2MASS-J11432669M7804454,TRUE,FALSE,FALSE,FALSE,STIS,Cha I,TRUE,FALSE,[oeil1s020] Nearby companion. Separate spectrum available
oeil1s030,HST,STIS,16481,CCD,G750L,Clear,7751,52X2,N/A,59377.72618,2021-06-12T17:25:41.578,2MASSJ11432669-7804454,2MASS-J11432669M7804454,TRUE,FALSE,FALSE,FALSE,STIS,Cha I,TRUE,FALSE,[oeil1s030] Nearby companion. Separate spectrum available
ldmp24uvq,HST,COS,15310,FUV,G130M,N/A,1222,PSA,4,58332.99363,2018-08-02T23:50:49.557,2MASS-J15570234-1950419,2MASS-J15570234M1950419,TRUE,FALSE,FALSE,FALSE,,Upper Scorpius,FALSE,TRUE,
ldmp24v6q,HST,COS,15310,FUV,G130M,N/A,1222,PSA,4,58333.00785,2018-08-03T00:11:18.549,2MASS-J15570234-1950419,2MASS-J15570234M1950419,TRUE,FALSE,FALSE,FALSE,,Upper Scorpius,FALSE,TRUE,
d1620101000,FUSE,FUV,N/A,ALL,N/A,N/A,N/A,LWRS,N/A,52831.95403,2003-07-11T22:53:48.000,AV104,AV-104,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
o6df02020,HST,STIS,9116,NUV-MAMA,E230M,Clear,1978,0.2X0.2,N/A,52308.71052,2002-02-03T17:03:08.976,AV104,AV-104,TRUE,FALSE,FALSE,FALSE,BLAZEFIX,SMC,FALSE,TRUE,
o6df02030,HST,STIS,9116,FUV-MAMA,E140M,Clear,1425,0.2X0.2,N/A,52308.76459,2002-02-03T18:21:00.977,AV104,AV-104,TRUE,FALSE,FALSE,FALSE,BLAZEFIX,SMC,FALSE,TRUE,
oec655010,HST,STIS,16230,CCD,G430L,Clear,4300,52X0.5,N/A,59137.10912,2020-10-15T02:37:08.098,AV-104,AV-104,TRUE,FALSE,FALSE,FALSE,STIS,SMC,FALSE,TRUE,
lby608p5q,HST,COS,13004,NUV,G185M,N/A,1921,PSA,1,56293.4488,2013-01-01T10:46:16.483,SK-9,AV-14,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
lby608p7q,HST,COS,13004,NUV,G185M,N/A,1921,PSA,1,56293.45212,2013-01-01T10:51:03.491,SK-9,AV-14,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
lby608p9q,HST,COS,13004,NUV,G185M,N/A,1921,PSA,1,56293.45545,2013-01-01T10:55:50.500,SK-9,AV-14,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
lby608pbq,HST,COS,13004,NUV,G185M,N/A,1921,PSA,1,56293.45877,2013-01-01T11:00:37.476,SK-9,AV-14,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
lby608pdq,HST,COS,13004,NUV,G185M,N/A,1953,PSA,1,56293.46292,2013-01-01T11:06:36.483,SK-9,AV-14,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
lby608pfq,HST,COS,13004,NUV,G185M,N/A,1953,PSA,1,56293.46659,2013-01-01T11:11:53.507,SK-9,AV-14,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
lby608phq,HST,COS,13004,NUV,G185M,N/A,1953,PSA,1,56293.48805,2013-01-01T11:42:47.491,SK-9,AV-14,TRUE,FALSE,FALSE,FALSE,,SMC,FALSE,TRUE,
