;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
lsc0m409-kb29-20210727-0058-e91.fits.fz  59422.960527223  59422.960646274  7670  3.8597e-15  5.8855e-16
lsc0m409-kb29-20210728-0066-e91.fits.fz  59423.969246065  59423.969365081  7670  3.2772e-15  3.1579e-16
lsc0m409-kb29-20210729-0073-e91.fits.fz  59424.969343125  59424.969462153  7670  3.0775e-15  3.2163e-16
cpt0m407-kb87-20220430-0083-e91.fits.fz  59699.722808473  59699.723043241  7670  3.2267e-15  1.4296e-16
cpt0m407-kb87-20220501-0261-e91.fits.fz  59700.903961528  59700.904196308  7670  3.0964e-15  1.4364e-16
cpt0m407-kb87-20220503-0060-e91.fits.fz  59702.702759920  59702.702994688  7670  2.5500e-15  1.6247e-16
cpt0m407-kb87-20220504-0180-e91.fits.fz  59703.824455672  59703.824690417  7670  2.6981e-15  1.5800e-16
cpt0m407-kb87-20220505-0160-e91.fits.fz  59704.813845961  59704.814080684  7670  2.1625e-15  1.4268e-16
cpt0m407-kb87-20220505-0164-e91.fits.fz  59704.820094422  59704.820329167  7670  2.4720e-15  1.4459e-16
cpt0m407-kb87-20220505-0170-e91.fits.fz  59704.830500417  59704.830735186  7670  2.3284e-15  1.4731e-16
cpt0m407-kb87-20220505-0176-e91.fits.fz  59704.840897755  59704.841132524  7670  2.3719e-15  1.4886e-16
cpt0m407-kb87-20220505-0180-e91.fits.fz  59704.851227836  59704.851462605  7670  2.1890e-15  1.4970e-16
cpt0m407-kb87-20220505-0185-e91.fits.fz  59704.861617188  59704.861851957  7670  2.2246e-15  1.4742e-16
cpt0m407-kb87-20220505-0190-e91.fits.fz  59704.872172154  59704.872406945  7670  2.2251e-15  1.5660e-16
cpt0m407-kb87-20220505-0194-e91.fits.fz  59704.882521100  59704.882755868  7670  2.2497e-15  1.4573e-16
cpt0m407-kb87-20220505-0205-e91.fits.fz  59704.893012292  59704.893247061  7670  2.2814e-15  1.4573e-16
cpt0m407-kb87-20220505-0211-e91.fits.fz  59704.903486007  59704.903720776  7670  2.0738e-15  1.4266e-16
cpt0m407-kb87-20220505-0213-e91.fits.fz  59704.913683681  59704.913918461  7670  2.3541e-15  1.6049e-16
cpt0m407-kb87-20220505-0242-e91.fits.fz  59704.945104746  59704.945339526  7670  2.1674e-15  1.5745e-16
cpt0m407-kb87-20220506-0062-e91.fits.fz  59705.787879572  59705.788114375  7670  2.4950e-15  2.2606e-16
cpt0m407-kb87-20220506-0092-e91.fits.fz  59705.808378345  59705.808613114  7670  2.6311e-15  1.5695e-16
cpt0m407-kb87-20220506-0102-e91.fits.fz  59705.821115325  59705.821350093  7670  2.8405e-15  1.5711e-16
lsc0m412-kb26-20220506-0067-e91.fits.fz  59705.965307987  59705.965542767  7670  3.3785e-15  2.3933e-16
lsc0m412-kb26-20220506-0132-e91.fits.fz  59706.044847593  59706.045082339  7670  3.8982e-15  3.4271e-16
lsc0m412-kb26-20220506-0134-e91.fits.fz  59706.051882998  59706.052117755  7670  3.8704e-15  1.9548e-16
lsc0m412-kb26-20220506-0140-e91.fits.fz  59706.062447130  59706.062681899  7670  3.6434e-15  1.9617e-16
lsc0m412-kb26-20220506-0151-e91.fits.fz  59706.074792558  59706.075027408  7670  3.5622e-15  2.0342e-16
lsc0m412-kb26-20220506-0158-e91.fits.fz  59706.086977859  59706.087212605  7670  3.5304e-15  1.9534e-16
lsc0m412-kb26-20220506-0162-e91.fits.fz  59706.093656320  59706.093891089  7670  3.6269e-15  1.9253e-16
lsc0m412-kb26-20220506-0179-e91.fits.fz  59706.108275209  59706.108509978  7670  3.2781e-15  2.4150e-16
lsc0m412-kb26-20220506-0181-e91.fits.fz  59706.114390961  59706.114625730  7670  2.9311e-15  2.4611e-16
lsc0m412-kb26-20220506-0186-e91.fits.fz  59706.124931864  59706.125166609  7670  2.4738e-15  2.8341e-16
lsc0m412-kb26-20220506-0200-e91.fits.fz  59706.137405001  59706.137639769  7670  3.2830e-15  2.0473e-16
lsc0m412-kb26-20220506-0204-e91.fits.fz  59706.145708253  59706.145943021  7670  3.6093e-15  2.2830e-16
lsc0m412-kb26-20220506-0217-e91.fits.fz  59706.157974040  59706.158208773  7670  3.9108e-15  2.0628e-16
cpt0m407-kb87-20220510-0072-e91.fits.fz  59709.806460707  59709.806695475  7670  3.0366e-15  1.4644e-16
cpt0m407-kb87-20220512-0114-e91.fits.fz  59711.788882095  59711.789116829  7670  3.1348e-15  1.5199e-16
cpt0m407-kb87-20220513-0075-e91.fits.fz  59712.705474376  59712.705709144  7670  2.0837e-15  1.3638e-16
lsc0m412-kb26-20220515-0065-e91.fits.fz  59714.953330302  59714.953565070  7670  3.0334e-15  2.9551e-16
cpt0m407-kb87-20220516-0065-e91.fits.fz  59715.704123901  59715.704358658  7670  2.6803e-15  1.5310e-16
lsc0m412-kb26-20220517-0066-e91.fits.fz  59716.961250082  59716.961484839  7670  3.0207e-15  2.8188e-16
lsc1m009-fa04-20220725-0006-e91.fits.fz  59785.985280857  59785.985326829  7670  2.2307e-15  3.5656e-17
lsc1m005-fa15-20220726-0059-e91.fits.fz  59786.960393114  59786.960439133  7670  3.2884e-15  8.9928e-17
lsc1m009-fa04-20220729-0067-e91.fits.fz  59789.991891181  59789.991937200  7670  2.5525e-15  5.1922e-17
cpt1m012-fa06-20220730-0067-e91.fits.fz  59790.725803056  59790.725849075  7670  2.8944e-15  8.0320e-17
lsc1m009-fa04-20220731-0059-e91.fits.fz  59791.986866806  59791.986912778  7670  3.4004e-15  4.1725e-17
lsc1m005-fa15-20220802-0059-e91.fits.fz  59793.962872223  59793.962918195  7670  3.0928e-15  1.0327e-16
lsc1m009-fa04-20220803-0059-e91.fits.fz  59794.963271794  59794.963317767  7670  4.0895e-15  6.9311e-17
